"","tsGroup","year"
"2418","G9462-A",5
"2419","G9463-A",13
"2420","G9464-A",13
"2421","G9466-A",16
"2422","G9467-A",16
"2423","G9468-A",29
"2424","G9473-A",7
"2425","G9473-B",5
"2426","G9476-A",6
"2427","G9476-B",19
"2428","G9477-A",6
"2429","G9477-B",15
"2430","G9478-A",16
"2431","G9479-A",6
"2432","G9479-B",21
"2433","G9481-A",17
"2434","G9484-A",7
"2435","G9484-B",5
"2436","G9484-C",16
"2437","G9486-A",15
"2438","G9487-A",21
"2439","G9488-A",26
"2440","G9489-A",15
"2441","G9490-A",14
"2442","G9491-A",6
"2443","G9491-B",15
"2444","G9492-A",13
"2445","G9494-A",7
"2446","G9495-A",14
"2447","G9496-A",5
"2448","G9497-A",6
"2449","G9498-A",12
"2450","G9498-B",5
"2451","G9500-A",10
"2452","G9500-B",15
"2453","G9502-A",15
"2454","G9503-A",6
"2455","G9503-B",5
"2456","G9505-A",6
"2457","G9505-B",22
"2458","G9507-A",29
"2459","G9508-A",5
"2460","G9508-B",22
"2461","G9509-A",20
"2462","G9510-A",6
"2463","G9510-B",17
"2464","G9511-A",6
"2465","G9514-A",6
"2466","G9515-A",5
"2467","G9515-B",7
"2468","G9516-A",13
"2469","G9518-A",12
"2470","G9518-B",15
"2471","G9519-A",5
"2472","G9520-A",17
"2473","G9522-A",6
"2474","G9523-A",7
"2475","G9523-B",6
"2476","G9524-A",5
"2477","G9524-B",22
"2478","G9526-A",13
"2479","G9526-B",14
"2480","G9527-A",5
"2481","G9527-B",11
"2482","G9528-A",13
"2483","G9529-A",9
"2484","G9529-B",5
"2485","G9530-A",30
"2486","G9531-A",5
"2487","G9531-B",22
"2488","G9532-A",9
"2489","G9532-B",6
"2490","G9533-A",6
"2491","G9533-B",22
"2492","G9535-A",5
"2493","G9535-B",18
"2494","G9536-A",7
"2495","G9537-A",5
"2496","G9538-A",16
"2497","G9539-A",5
"2498","G9541-A",5
"2499","G9541-B",22
"2500","G9542-A",34
"2501","G9544-A",12
"2502","G9544-B",15
"2503","G9548-A",5
"2504","G9548-B",14
"2505","G9549-A",6
"2506","G9549-B",6
"2507","G9550-A",9
"2508","G9551-A",25
"2509","G9552-A",8
"2510","G9555-A",18
"2511","G9558-A",29
"2512","G9561-A",5
"2513","G9561-B",22
"2514","G9562-A",6
"2515","G9562-B",11
"2516","G9564-A",17
"2517","G9564-B",11
"2518","G9565-A",12
"2519","G9566-A",5
"2520","G9566-B",22
"2521","G9568-A",6
"2522","G9568-B",20
"2523","G9569-A",5
"2524","G9569-B",22
"2525","G9570-A",6
"2526","G9570-B",18
"2527","G9571-A",5
"2528","G9571-B",7
"2529","G9572-A",14
"2530","G9573-A",29
"2531","G9574-A",5
"2532","G9575-A",6
"2533","G9575-B",20
"2534","G9576-A",16
"2535","G9578-A",6
"2536","G9578-B",13
"2537","G9583-A",13
"2538","G9584-A",7
"2539","G9586-A",14
"2540","G9589-A",6
"2541","G9589-B",9
"2542","G9589-C",7
"2543","G9590-A",5
"2544","G9590-B",5
"2545","G9591-A",6
"2546","G9591-B",6
"2547","G9591-C",12
"2548","G9592-A",5
"2549","G9593-A",17
"2550","G9594-A",22
"2551","G9594-B",7
"2552","G9595-A",5
"2553","G9596-A",6
"2554","G9597-A",5
"2555","G9599-A",6
"2556","G9600-A",14
"2557","G9601-A",7
"2558","G9602-A",19
"2559","G9608-A",16
"2560","G9609-A",32
"2561","G9610-A",6
"2562","G9610-B",15
"2563","G9612-A",6
"2564","G9613-A",10
"2565","G9614-A",21
"2566","G9615-A",5
"2567","G9615-B",16
"2568","G9616-A",5
"2569","G9617-A",12
"2570","G9618-A",30
"2571","G9619-A",17
"2572","G9620-A",8
"2573","G9620-B",9
"2574","G9622-A",5
"2575","G9622-B",6
"2576","G9623-A",6
"2577","G9624-A",21
"2578","G9626-A",8
"2579","G9626-B",12
"2580","G9627-A",19
"2581","G9629-A",8
"2582","G9630-A",16
"2583","G9631-A",11
"2584","G9631-B",17
"2585","G9632-A",30
"2586","G9633-A",30
"2587","G9634-A",6
"2588","G9635-A",7
"2589","G9635-B",8
"2590","G9638-A",8
"2591","G9638-B",11
"2592","G9639-A",7
"2593","G9639-B",14
"2594","G9640-A",8
"2595","G9640-B",5
"2596","G9641-A",13
"2597","G9642-A",9
"2598","G9642-B",8
"2599","G9643-A",30
"2600","G9644-A",8
"2601","G9644-B",16
"2602","G9645-A",8
"2603","G9645-B",16
"2604","G9646-A",14
"2605","G9649-A",14
"2606","G9650-A",6
"2607","G9651-A",6
"2608","G9652-A",17
"2609","G9654-A",7
"2610","G9656-A",16
"2611","G9657-A",9
"2612","G9657-B",6
"2613","G9658-A",11
"2614","G9659-A",30
"2615","G9661-A",9
"2616","G9662-A",5
"2617","G9662-B",8
"2618","G9663-A",13
"2619","G9664-A",8
"2620","G9665-A",8
"2621","G9665-B",13
"2622","G9666-A",32
"2623","G9669-A",6
"2624","G9670-A",32
"2625","G9673-A",5
"2626","G9673-B",17
"2627","G9674-A",26
"2628","G9675-A",7
"2629","G9676-A",17
"2630","G9677-A",26
"2631","G9678-A",5
"2632","G9678-B",10
"2633","G9679-A",16
"2634","G9680-A",10
"2635","G9681-A",7
"2636","G9681-B",16
"2637","G9684-A",6
"2638","G9685-A",8
"2639","G9685-B",7
"2640","G9687-A",6
"2641","G9687-B",7
"2642","G9688-A",8
"2643","G9690-A",9
"2644","G9690-B",7
"2645","G9692-A",5
"2646","G9692-B",6
"2647","G9694-A",14
"2648","G9694-B",5
"2649","G9697-A",12
"2650","G9698-A",6
"2651","G9699-A",19
"2652","G9699-B",9
"2653","G970-A",6
"2654","G9700-A",20
"2655","G9700-B",9
"2656","G9702-A",22
"2657","G9704-A",6
"2658","G9704-B",12
"2659","G9704-C",9
"2660","G9708-A",10
"2661","G9708-B",9
"2662","G9709-A",6
"2663","G9709-B",5
"2664","G9709-C",9
"2665","G9710-A",8
"2666","G9712-A",7
"2667","G9712-B",5
"2668","G9712-C",9
"2669","G9713-A",6
"2670","G9716-A",6
"2671","G9716-B",9
"2672","G9717-A",9
"2673","G9720-A",5
"2674","G9734-A",9
"2675","G9734-B",5
"2676","G9757-A",7
"2677","G9757-B",6
"2678","G9758-A",5
"2679","G9758-B",6
"2680","G9759-A",5
"2681","G9761-A",8
"2682","G9762-A",7
"2683","G9763-A",12
"2684","G9768-A",5
"2685","G9768-B",17
"2686","G9770-A",6
"2687","G9770-B",17
"2688","G9775-A",5
"2689","G9775-B",15
"2690","G9776-A",5
"2691","G9777-A",5
"2692","G9779-A",5
"2693","G9779-B",14
"2694","G9780-A",6
"2695","G9780-B",7
"2696","G9782-A",12
"2697","G9783-A",5
"2698","G9783-B",17
"2699","G9784-A",9
"2700","G9787-A",7
"2701","G9788-A",7
"2702","G9790-A",8
"2703","G9793-A",14
"2704","G9796-A",8
"2705","G9797-A",6
"2706","G9799-A",5
"2707","G9799-B",6
"2708","G9799-C",9
"2709","G9801-A",23
"2710","G9805-A",12
"2711","G9805-B",9
"2712","G9807-A",9
"2713","G9809-A",7
"2714","G9812-A",5
"2715","G9814-A",6
"2716","G9815-A",11
"2717","G9817-A",6
"2718","G9819-A",6
"2719","G9821-A",7
"2720","G9821-B",9
"2721","G9821-C",6
"2722","G9823-A",6
"2723","G9825-A",9
"2724","G9825-B",7
"2725","G9826-A",5
"2726","G9826-B",9
"2727","G9827-A",7
"2728","G9828-A",7
"2729","G9829-A",5
"2730","G9829-B",8
"2731","G9830-A",7
"2732","G9831-A",9
"2733","G9831-B",7
"2734","G9832-A",22
"2735","G9833-A",14
"2736","G9835-A",12
"2737","G9837-A",5
"2738","G9837-B",18
"2739","G9838-A",6
"2740","G9840-A",10
"2741","G9840-B",9
"2742","G9842-A",5
"2743","G9843-A",5
"2744","G9847-A",9
"2745","G9848-A",17
"2746","G9848-B",8
"2747","G9849-A",10
"2748","G9850-A",5
"2749","G9852-A",5
"2750","G9852-B",12
"2751","G9854-A",5
"2752","G9855-A",9
"2753","G9861-A",8
"2754","G9863-A",5
"2755","G9863-B",6
"2756","G9863-C",10
"2757","G9865-A",6
"2758","G9867-A",8
"2759","G9868-A",5
"2760","G9868-B",5
"2761","G9868-C",9
"2762","G9876-A",9
"2763","G9878-A",5
"2764","G9878-B",9
"2765","G9879-A",9
"2766","G9880-A",5
"2767","G9880-B",18
"2768","G9881-A",8
"2769","G9881-B",5
"2770","G9882-A",10
"2771","G9882-B",8
"2772","G9883-A",15
"2773","G9884-A",6
"2774","G9884-B",5
"2775","G9886-A",9
"2776","G9887-A",26
"2777","G9893-A",8
"2778","G9894-A",5
"2779","G9899-A",5
"2780","G9899-B",11
"2781","G9909-A",14
"2782","G9914-A",12
"2783","G992-A",7
"2784","G9932-A",8
"2785","G9937-A",17
"2786","G9944-A",11
"2787","G9945-A",7
"2788","G9947-A",7
"2789","G9948-A",12
"2790","G9954-A",7
"2791","G9954-B",5
"2792","G9961-A",6
"2793","G9962-A",5
"2794","G9964-A",5
"2795","G9965-A",5
"2796","G9967-A",15
"2797","G9969-A",12
"2798","G9972-A",15
"2799","G9983-A",7
"2800","G9983-B",7
"2801","G9986-A",7
"2802","G9986-B",5
"2803","G9988-A",6
"2804","G9989-A",9
"2805","G9991-A",9
"2806","G9991-B",7
"2807","G9992-A",13
"2808","G9993-A",17
"2809","G9996-A",7
"2810","G9996-B",5
"2811","G9997-A",7
"2812","G9997-B",5
"2813","G9998-A",6
